7.384615384615385;l
8.538461538461538;l
9.0;l
11.076923076923077;l
12.230769230769232;j
12.692307692307693;k
13.846153846153847;j
14.76923076923077;l
15.923076923076923;l
16.384615384615387;l
17.76923076923077;l
18.461538461538463;k
19.615384615384617;j
20.076923076923077;j
21.461538461538463;l
22.153846153846153;j
23.30769230769231;j
23.76923076923077;l
25.153846153846157;j
25.846153846153847;j
27.0;l
27.461538461538463;j
28.615384615384617;k
29.53846153846154;k
30.0;l
30.692307692307693;l
31.153846153846157;k
31.846153846153847;j
32.30769230769231;l
32.769230769230774;l
33.23076923076923;j
33.69230769230769;l
34.38461538461539;k
34.84615384615385;l
35.53846153846154;k
36.0;j
36.46153846153847;l
36.92307692307693;j
37.38461538461539;l
37.61538461538462;l
38.07692307692308;k
38.53846153846154;l
39.23076923076923;k
39.69230769230769;l
40.15384615384615;k
40.61538461538462;k
41.07692307692308;j
41.30769230769231;l
41.769230769230774;l
42.23076923076923;j
42.46153846153847;k
43.38461538461539;l
44.30769230769231;j
44.53846153846154;k
44.65384615384615;l
46.15384615384615;l
46.38461538461539;j
46.5;l
47.53846153846154;l
48.0;j
48.23076923076923;k
48.34615384615385;k
50.307692307692314;j
50.769230769230774;k
51.23076923076923;j
51.69230769230769;k
51.92307692307693;l
52.03846153846154;l
53.53846153846154;k
53.769230769230774;l
53.88461538461539;k
54.92307692307693;j
55.38461538461539;j
55.84615384615385;l
56.53846153846154;l
57.0;j
57.69230769230769;k
58.15384615384616;j
58.38461538461539;j
58.61538461538462;j
58.84615384615385;k
59.07692307692308;l
